Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
{'Buku Anak'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
"{'Alat Kantor/Sekolah', 'Komik'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Netral'},{'Tidak Setuju'},{'Setuju'},3
{'Sport & mainanan'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},0
"{'Alat Kantor/Sekolah', 'Komik'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
"{'Komik', 'Alat Seni'}",{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},2
{'Buku Non-Fiksi'},{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Literasi', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},3
"{'Sport & mainanan', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},1
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},4
"{'Sport & mainanan', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Netral'},1
{'Alat Seni'},{'Website Gramedia.com'},{'Hiburan atau relaksasi'},"{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},1
"{'Buku Non-Fiksi', 'Komik', 'Alat Seni'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},{'Daily needs'},{'Netral'},{'Setuju'},{'Setuju'},{'Netral'},4
{'Komik'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Lifestyle'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Edukasi', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'Daily needs'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},4
{'Buku Anak'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Seni'},{'Alat Seni'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}",{'Seni'},"{'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},1
{'Sport & mainanan'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},1
"{'Novel Fiksi', 'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},{'Self Wear'},{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Alat Seni'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Alat Kantor/Sekolah', 'Komik'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Edukasi', 'Novel Fiksi'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Seni'},"{'edukasi', 'Daily needs'}",{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},2
"{'Novel Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},{'Sangat Setuju'},4
"{'Alat Kantor/Sekolah', 'Buku Anak'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}",{'Alat Seni'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah', 'Sport & mainanan'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
{'Buku Anak'},{'Toko Gramedia'},{'Kado atau hadiah'},{'Literasi'},{'Self Wear'},{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},3
{'Novel Fiksi'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Literasi', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
"{'Sport & mainanan', 'Novel Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},"{'edukasi', 'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Edukasi', 'Sport & mainanan', 'Buku Non-Fiksi'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Alat Seni'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},3
"{'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},2
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Aktivitas Rekreasional'}",{'Alat Seni'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Daily needs', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},1
"{'Alat Kantor/Sekolah', 'Buku Anak', 'Alat Seni'}",{'Toko buku independen lainnya'},{'Kado atau hadiah'},{'Aktivitas Rekreasional'},"{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
{'Sport & mainanan'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},{'Daily needs'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Komik', 'Buku Anak', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Literasi', 'Seni'}",{'Self Wear'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Edukasi', 'Sport & mainanan'}",{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},"{'edukasi', 'Self Wear'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Buku Anak', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},0
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Literasi'},{'Alat Seni'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Literasi'},"{'edukasi', 'Daily needs'}",{'Netral'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},0
{'Buku Non-Fiksi'},{'Website Gramedia.com'},{'Menambah pengetahuan'},{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},1
"{'Komik', 'Alat Kantor/Sekolah', 'Buku Anak'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Seni'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},4
{'Komik'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Lifestyle', 'Seni'}","{'Daily needs', 'Alat Seni'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},3
"{'Edukasi', 'Buku Anak'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Literasi', 'Lifestyle', 'Seni'}",{'Alat Seni'},{'Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Buku Anak'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Literasi', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Alat Kantor/Sekolah', 'Buku Anak', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Buku Anak'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Setuju'},1
{'Buku Non-Fiksi'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Seni'},"{'edukasi', 'Daily needs'}",{'Netral'},{'Setuju'},{'Netral'},{'Sangat Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah', 'Buku Anak'}",{'Toko Gramedia'},{'Untuk mengekspresikan kreativitas'},"{'Lifestyle', 'Seni'}",{'Self Wear'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Alat Kantor/Sekolah', 'Komik'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Menambah pengetahuan', 'Kado atau hadiah'}",{'Seni'},{'Self Wear'},{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Netral'},4
"{'Komik', 'Buku Anak', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},"{'Literasi', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},0
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Buku Anak'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
{'Sport & mainanan'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Alat Seni'}",{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},0
"{'Novel Fiksi', 'Buku Anak'}",{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Netral'},4
{'Alat Seni'},{'Website Gramedia.com'},{'Untuk mengekspresikan kreativitas'},{'Seni'},"{'edukasi', 'Alat Seni'}",{'Setuju'},{'Netral'},{'Netral'},{'Sangat Setuju'},3
{'Sport & mainanan'},{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},{'Lifestyle'},{'Daily needs'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Seni'},{'Self Wear'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Buku Non-Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Kado atau hadiah'},"{'Literasi', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},0
{'Sport & mainanan'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Setuju'},{'Setuju'},{'Netral'},{'Setuju'},1
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Seni'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Alat Seni'},{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},2
"{'Edukasi', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Lifestyle', 'Seni'}","{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},4
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Seni'},{'Self Wear'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Novel Fiksi', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Lifestyle'},{'Self Wear'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Sport & mainanan', 'Komik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional'}","{'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
{'Sport & mainanan'},{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},{'Netral'},4
{'Alat Seni'},{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Daily needs'}",{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Edukasi', 'Alat Kantor/Sekolah', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Literasi'},{'Self Wear'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},0
{'Edukasi'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Seni'},{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Lifestyle'},{'Self Wear'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},4
{'Edukasi'},{'Aplikasi Gramedia.com'},{'Menambah pengetahuan'},"{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},1
"{'Komik', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},{'edukasi'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Edukasi', 'Buku Non-Fiksi'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'Alat Seni'}",{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},3
{'Komik'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Netral'},{'Netral'},{'Tidak Setuju'},1
