Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
{'Komik/Novel Grafis'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain musik', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Belanja online/offline', 'Olahraga'}",{'Alat Olahraga'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Netral'},4
{'Jurnal/Perencana (Planner)'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Membaca buku atau majalah'},"{'Mainan', 'Kesehatan dan Kecantikan'}",{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},4
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Olahraga', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Jurnal/Perencana (Planner)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Travelling', 'Olahraga', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Menulis (diari, blog, atau lainnya)', 'Melukis atau menggambar'}","{'Mainan', 'Alat Musik & kesenian'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Jurnal/Perencana (Planner)', 'Komik/Novel Grafis'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Bermain game (offline/online)'},{'Alat Musik & kesenian'},{'Netral'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},4
"{'Buku Anak', 'Komik/Novel Grafis', 'Alat Olahraga'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Belanja online/offline'},"{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},4
"{'Mainan/Collectible item', 'Alat Olahraga'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)'}",{'Alat Musik & kesenian'},{'Netral'},{'Tidak Setuju'},{'Netral'},{'Setuju'},5
"{'Jurnal/Perencana (Planner)', 'Alat Tulis Umum (Kantor/Sekolah)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Bermain musik', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Komik/Novel Grafis'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain game (offline/online)', 'Belanja online/offline'}",{'Alat Tulis kantor atau sekolah'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}",{'Bermain game (offline/online)'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Novel Fiksi', 'Perlengkapan Kantor atau Sekolah'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Bermain musik'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},5
"{'Alat Olahraga', 'Komik/Novel Grafis', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Olahraga'},"{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Travelling', 'Belanja online/offline', 'Melukis atau menggambar'}",{'Mainan'},{'Tidak Setuju'},{'Netral'},{'Netral'},{'Tidak Setuju'},2
"{'Mainan/Collectible item', 'Novel Fiksi', 'Komik/Novel Grafis'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Travelling', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Tulis kantor atau sekolah'},{'Tidak Setuju'},{'Netral'},{'Setuju'},{'Sangat Setuju'},1
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Bermain musik'},{'Mainan'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Alat Musik & kesenian', 'Alat Olahraga'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},4
{'Buku Anak'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Menghadiri acara budaya atau edukasi'},{'Kesehatan dan Kecantikan'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
"{'Jurnal/Perencana (Planner)', 'Komik/Novel Grafis', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Travelling', 'Membaca buku atau majalah', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Tidak Setuju'},{'Setuju'},4
{'Alat Olahraga'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}",{'Olahraga'},"{'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},2
"{'Komik/Novel Grafis', 'Perlengkapan Kantor atau Sekolah', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Belanja online/offline'},"{'Mainan', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},2
"{'Komik/Novel Grafis', 'Alat Musik'}",{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Melukis atau menggambar', 'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Menulis (diari, blog, atau lainnya)', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},0
"{'Perlengkapan Seni/Kreatif', 'Alat Olahraga', 'Alat Musik'}",{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},{'Menghadiri acara budaya atau edukasi'},"{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
"{'Novel Fiksi', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Travelling', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Olahraga'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Membaca buku atau majalah', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Netral'},4
{'Alat Musik'},{'Website Gramedia.com'},{'Hiburan atau relaksasi'},"{'Menulis (diari, blog, atau lainnya)', 'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif', 'Komik/Novel Grafis'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Bermain game (offline/online)'},{'Alat Tulis kantor atau sekolah'},{'Netral'},{'Setuju'},{'Setuju'},{'Netral'},4
{'Komik/Novel Grafis'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Belanja online/offline'},"{'Kesehatan dan Kecantikan', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},3
"{'Alat Musik', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Travelling', 'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}",{'Alat Tulis kantor atau sekolah'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},5
{'Buku Anak'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain musik', 'Belanja online/offline', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Komik/Novel Grafis'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Melukis atau menggambar'},{'Alat Musik & kesenian'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}",{'Bermain musik'},"{'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},1
{'Mainan/Collectible item'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Travelling', 'Membaca buku atau majalah', 'Olahraga'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Novel Fiksi', 'Komik/Novel Grafis'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)'}",{'Kesehatan dan Kecantikan'},{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Alat Musik'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}",{'Bermain game (offline/online)'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},2
"{'Komik/Novel Grafis', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Novel Fiksi', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Melukis atau menggambar'},"{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},5
"{'Novel Fiksi', 'Alat Musik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Bermain game (offline/online)', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Olahraga'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},{'Sangat Setuju'},1
"{'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Melukis atau menggambar', 'Olahraga'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},4
"{'Jurnal/Perencana (Planner)', 'Alat Olahraga'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Musik & kesenian'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},5
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain game (offline/online)', 'Belanja online/offline'}","{'Mainan', 'Kesehatan dan Kecantikan', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
{'Buku Anak'},{'Toko Gramedia'},{'Kado atau hadiah'},{'Membaca buku atau majalah'},"{'Mainan', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},4
{'Novel Fiksi'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain game (offline/online)', 'Belanja online/offline'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Novel Fiksi', 'Alat Olahraga'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},0
"{'Mainan/Collectible item', 'Novel Fiksi', 'Perlengkapan Seni/Kreatif'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Alat Tulis kantor atau sekolah', 'Buku fiksi (novel, komik, buku anak)', 'Alat Musik & kesenian'}",{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},1
"{'Jurnal/Perencana (Planner)', 'Mainan/Collectible item', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Bermain game (offline/online)'},"{'Mainan', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},0
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Olahraga'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)', 'Olahraga'}","{'Mainan', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Komik/Novel Grafis'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Travelling'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Kesehatan dan Kecantikan', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},3
{'Perlengkapan Kantor atau Sekolah'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain game (offline/online)', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Musik & kesenian'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Novel Fiksi', 'Perlengkapan Kantor atau Sekolah'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Melukis atau menggambar', 'Olahraga'}","{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},4
"{'Mainan/Collectible item', 'Perlengkapan Kantor atau Sekolah'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Seni/Kreatif', 'Buku Anak'}",{'Toko buku independen lainnya'},{'Kado atau hadiah'},"{'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Kesehatan dan Kecantikan', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},0
{'Mainan/Collectible item'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Travelling'},{'Alat Tulis kantor atau sekolah'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Perlengkapan Seni/Kreatif', 'Buku Anak', 'Komik/Novel Grafis'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Melukis atau menggambar', 'Bermain musik', 'Membaca buku atau majalah'}",{'Alat Olahraga'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Mainan/Collectible item', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},3
"{'Perlengkapan Seni/Kreatif', 'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Travelling'}","{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},2
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)'}",{'Alat Musik & kesenian'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},5
